id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	microglia_1|microglia_1	microglia_1|microglia_2	microglia_1|microglia_3	microglia_1|microglia_4	microglia_1|microglia_5	microglia_1|microglia_6	microglia_1|microglia_8	microglia_1|microglia_9	microglia_1|oligos_7	microglia_1|opcs_2	microglia_1|opcs_9	microglia_2|microglia_1	microglia_2|microglia_2	microglia_2|microglia_3	microglia_2|microglia_4	microglia_2|microglia_5	microglia_2|microglia_6	microglia_2|microglia_8	microglia_2|microglia_9	microglia_2|oligos_7	microglia_2|opcs_2	microglia_2|opcs_9	microglia_3|microglia_1	microglia_3|microglia_2	microglia_3|microglia_3	microglia_3|microglia_4	microglia_3|microglia_5	microglia_3|microglia_6	microglia_3|microglia_8	microglia_3|microglia_9	microglia_3|oligos_7	microglia_3|opcs_2	microglia_3|opcs_9	microglia_4|microglia_1	microglia_4|microglia_2	microglia_4|microglia_3	microglia_4|microglia_4	microglia_4|microglia_5	microglia_4|microglia_6	microglia_4|microglia_8	microglia_4|microglia_9	microglia_4|oligos_7	microglia_4|opcs_2	microglia_4|opcs_9	microglia_5|microglia_1	microglia_5|microglia_2	microglia_5|microglia_3	microglia_5|microglia_4	microglia_5|microglia_5	microglia_5|microglia_6	microglia_5|microglia_8	microglia_5|microglia_9	microglia_5|oligos_7	microglia_5|opcs_2	microglia_5|opcs_9	microglia_6|microglia_1	microglia_6|microglia_2	microglia_6|microglia_3	microglia_6|microglia_4	microglia_6|microglia_5	microglia_6|microglia_6	microglia_6|microglia_8	microglia_6|microglia_9	microglia_6|oligos_7	microglia_6|opcs_2	microglia_6|opcs_9	microglia_8|microglia_1	microglia_8|microglia_2	microglia_8|microglia_3	microglia_8|microglia_4	microglia_8|microglia_5	microglia_8|microglia_6	microglia_8|microglia_8	microglia_8|microglia_9	microglia_8|oligos_7	microglia_8|opcs_2	microglia_8|opcs_9	microglia_9|microglia_1	microglia_9|microglia_2	microglia_9|microglia_3	microglia_9|microglia_4	microglia_9|microglia_5	microglia_9|microglia_6	microglia_9|microglia_8	microglia_9|microglia_9	microglia_9|oligos_7	microglia_9|opcs_2	microglia_9|opcs_9	oligos_7|microglia_1	oligos_7|microglia_2	oligos_7|microglia_3	oligos_7|microglia_4	oligos_7|microglia_5	oligos_7|microglia_6	oligos_7|microglia_8	oligos_7|microglia_9	oligos_7|oligos_7	oligos_7|opcs_2	oligos_7|opcs_9	opcs_2|microglia_1	opcs_2|microglia_2	opcs_2|microglia_3	opcs_2|microglia_4	opcs_2|microglia_5	opcs_2|microglia_6	opcs_2|microglia_8	opcs_2|microglia_9	opcs_2|oligos_7	opcs_2|opcs_2	opcs_2|opcs_9	opcs_9|microglia_1	opcs_9|microglia_2	opcs_9|microglia_3	opcs_9|microglia_4	opcs_9|microglia_5	opcs_9|microglia_6	opcs_9|microglia_8	opcs_9|microglia_9	opcs_9|oligos_7	opcs_9|opcs_2	opcs_9|opcs_9
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	ENSG00000110799		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	ENSG00000113578		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS007ADC2D1	ACVR_1C2A receptor_INHBB	complex:ACVR_1C2A receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS02C93975C	BMPR1B_BMPR2_BMP5	complex:BMPR1B_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0527EEE7A	C3_aMb2 complex	simple:P01024	complex:aMb2 complex	ENSG00000125730		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	ENSG00000041982		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	ENSG00000109072		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	ENSG00000041982		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC092C3E4DF	FN1_a8b1 complex	simple:P02751	complex:a8b1 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	ENSG00000166147		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	ENSG00000135862		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0545E2502	COL5A2_a1b1 complex	simple:P05997	complex:a1b1 complex	ENSG00000204262		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0A5400A6A	ACVR_1C2B receptor_INHBB	complex:ACVR_1C2B receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	ENSG00000138685		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC035953E6B	COL7A1_a1b1 complex	simple:Q02388	complex:a1b1 complex	ENSG00000114270		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC091173D82	COL4A4_a1b1 complex	simple:P53420	complex:a1b1 complex	ENSG00000081052		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	ENSG00000182871		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	ENSG00000204291		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0EC572716	COL4A5_a1b1 complex	simple:P29400	complex:a1b1 complex	ENSG00000188153		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0DAD29856	COL5A3_a1b1 complex	simple:P25940	complex:a1b1 complex	ENSG00000080573		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC053BBE2B1	COL16A1_a1b1 complex	simple:Q07092	complex:a1b1 complex	ENSG00000084636		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0A8E69BC5	COL11A2_a1b1 complex	simple:P13942	complex:a1b1 complex	ENSG00000204248		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0E997FABD	BMR1B_AVR2B_BMP4	complex:BMR1B_AVR2B	simple:P12644		ENSG00000125378	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS09CECD20D	BMPR1A_BMPR2_GDF5	complex:BMPR1A_BMPR2	simple:P43026		ENSG00000125965	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	ENSG00000142173		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	ENSG00000142156		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC06E5E0C83	COL11A1_a1b1 complex	simple:P12107	complex:a1b1 complex	ENSG00000060718		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	ENSG00000134871		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC05992FDC8	COL5A1_a1b1 complex	simple:P20908	complex:a1b1 complex	ENSG00000130635		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0F778DC8E	COL9A3_a1b1 complex	simple:Q14050	complex:a1b1 complex	ENSG00000092758		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0BA41B0D3	COL19A1_a1b1 complex	simple:Q14993	complex:a1b1 complex	ENSG00000082293		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	ENSG00000137801		False	False	False	curated	True	1.504																																																																																																																									
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	ENSG00000109072		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0EC380922	F2_aVb3 complex	simple:P00734	complex:aVb3 complex	ENSG00000180210		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0200AC9E3	THBS1_a2Bb3 complex	simple:P07996	complex:a2Bb3 complex	ENSG00000137801		False	False	False	curated	True	1.504																																																																																																																									
CPI-SC08067D831	VTN_a2Bb3 complex	simple:P04004	complex:a2Bb3 complex	ENSG00000109072		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0F590482E	COL9A2_a1b1 complex	simple:Q14055	complex:a1b1 complex	ENSG00000049089		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0BAB29E69	F2_a2Bb3 complex	simple:P00734	complex:a2Bb3 complex	ENSG00000180210		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0EAF80261	SEMA7A_a1b1 complex	simple:O75326	complex:a1b1 complex	ENSG00000138623		False	False	False	curated	True	1.504																																																																																																																									
CPI-CS058910188	BMR1B_AVR2B_BMP2	complex:BMR1B_AVR2B	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC00BE2EEE3	COL20A1_a1b1 complex	simple:Q9P218	complex:a1b1 complex	ENSG00000101203		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC004A436C5	COL12A1_a1b1 complex	simple:Q99715	complex:a1b1 complex	ENSG00000111799		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0EACF2D60	COL26A1_a1b1 complex	simple:Q96A83	complex:a1b1 complex	ENSG00000160963		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0D7F33CFB	COL27A1_a1b1 complex	simple:Q8IZC6	complex:a1b1 complex	ENSG00000196739		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC090DB3159	COL24A1_a1b1 complex	simple:Q17RW2	complex:a1b1 complex	ENSG00000171502		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC08B6B74FB	FN1_a2Bb3 complex	simple:P02751	complex:a2Bb3 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-SS0FEC87269	KLRG2_TNFSF9	simple:A4D1S0	simple:P41273	ENSG00000188883	ENSG00000125657	True	True	False	InnateDB-All	False	1.504																																																																																																																									
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	ENSG00000106123	ENSG00000125266	True	True	True	curated	False	1.504																																																																																																																									
CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	ENSG00000037280	ENSG00000150630	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS030EDC420	FZD9_WNT7A	simple:O00144	simple:O00755	ENSG00000188763	ENSG00000154764	True	True	False	I2D	False	1.504																																																																																																																									
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	ENSG00000117335	ENSG00000101384	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	ENSG00000148400	ENSG00000101384	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	ENSG00000164930	ENSG00000162552	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	ENSG00000148400	ENSG00000162552	True	True	False	I2D	False	1.504																																																																																																																									
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	ENSG00000074181	ENSG00000184916	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000204301	ENSG00000184916	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	ENSG00000204301	ENSG00000090932	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	ENSG00000204301	ENSG00000128917	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	ENSG00000148400	ENSG00000128917	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	ENSG00000134250	ENSG00000128917	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS01BCB9360	NCAM1_BDNF	simple:P13591	simple:P23560	ENSG00000149294	ENSG00000176697	True	True	False	I2D	False	1.504																																																																																																																									
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	ENSG00000139193	ENSG00000125726	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	ENSG00000240505	ENSG00000125726	True	True	False	InnateDB-All	False	1.504																																																																																																																									
CPI-SS07155793F	ACKR3_CXCL12	simple:P25106	simple:P48061	ENSG00000144476	ENSG00000107562	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	ENSG00000197635	ENSG00000107562	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS09C917D22	TNF_FLT4	simple:P01375	simple:P35916	ENSG00000232810	ENSG00000037280	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS03F0B666C	BDNF_F11R	simple:P23560	simple:Q9Y624	ENSG00000176697	ENSG00000158769	True	False	True	IMEx,InnateDB-All,IntAct	False	1.504																																																																																																																									
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	ENSG00000176697	ENSG00000134243	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.504																																																																																																																									
CPI-SS0B7BC0E4D	CCL24_CCR2	simple:O00175	simple:P41597	ENSG00000106178	ENSG00000121807	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	ENSG00000176697	ENSG00000148053	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	ENSG00000108691	ENSG00000121807	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS08BFF4F9B	CCL3_CCR3	simple:P10147	simple:P51677	ENSG00000277632	ENSG00000183625	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS05550A895	WNT7A_FZD5	simple:O00755	simple:Q13467	ENSG00000154764	ENSG00000163251	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	ENSG00000114251	ENSG00000163251	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	ENSG00000114251	ENSG00000180340	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	ENSG00000188064	ENSG00000157240	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0E7523314	WNT3_FZD1	simple:P56703	simple:Q9UP38	ENSG00000108379	ENSG00000157240	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS0CA020C34	WNT4_FZD1	simple:P56705	simple:Q9UP38	ENSG00000162552	ENSG00000157240	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	ENSG00000114251	ENSG00000157240	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0D782F60B	WNT4_FZD8	simple:P56705	simple:Q9H461	ENSG00000162552	ENSG00000177283	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS0CB4F2FE4	PDGFB_ADGRV1	simple:P01127	simple:Q8WXG9	ENSG00000100311	ENSG00000164199	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	ENSG00000100311	ENSG00000113721	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000152894	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS021F26C73	SCT_SCTR	simple:P09683	simple:P47872	ENSG00000070031	ENSG00000080293	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	ENSG00000070031	ENSG00000114812	True	False	True	I2D,InnateDB-All	False	1.504																																																																																																																									
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	ENSG00000107562	ENSG00000186810	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	ENSG00000169245	ENSG00000186810	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	ENSG00000169245	ENSG00000197635	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	ENSG00000271503	ENSG00000213088	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	ENSG00000271503	ENSG00000163823	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0F6B529A1	CCL5_CCR3	simple:P13501	simple:P51677	ENSG00000271503	ENSG00000183625	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0B0AC1603	CCL24_CCR3	simple:O00175	simple:P51677	ENSG00000106178	ENSG00000183625	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0D4F593F1	WNT5A_EPHA7	simple:P41221	simple:Q15375	ENSG00000114251	ENSG00000135333	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	ENSG00000167244	ENSG00000197081	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	ENSG00000167244	ENSG00000119912	True	False	True	I2D,InnateDB-All	False	1.504																																																																																																																									
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	ENSG00000119699	ENSG00000069702	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	ENSG00000123999	ENSG00000069702	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	ENSG00000105329	ENSG00000069702	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	ENSG00000113578	ENSG00000069702	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	ENSG00000118785	ENSG00000171522	True	False	True	IMEx,MINT	False	1.504																																																																																																																									
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	ENSG00000138685	ENSG00000127418	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	ENSG00000066468	ENSG00000068078	True	True	True	IMEx,InnateDB-All	False	1.504																																																																																																																									
CPI-SS00E68BB92	FGF7_FGFR3	simple:P21781	simple:P22607	ENSG00000140285	ENSG00000068078	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	ENSG00000113578	ENSG00000068078	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.504																																																																																																																									
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	ENSG00000138685	ENSG00000068078	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	ENSG00000102265	ENSG00000066468	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	ENSG00000113578	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct,MINT	False	1.504																																																																																																																									
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	ENSG00000138685	ENSG00000066468	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	ENSG00000113578	ENSG00000077782	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	ENSG00000138685	ENSG00000077782	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	ENSG00000019991	ENSG00000026508	True	False	True	IMEx,InnateDB-All,IntAct	False	1.504																																																																																																																									
CPI-SS03DA2A820	FGF2_CD44	simple:P09038	simple:P16070	ENSG00000138685	ENSG00000026508	True	False	True	I2D,InnateDB-All	False	1.504																																																																																																																									
CPI-SS044DF8749	KLRG2_WNT5B	simple:A4D1S0	simple:Q9H1J7	ENSG00000188883	ENSG00000111186	True	True	False	InnateDB-All	False	1.504																																																																																																																									
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	ENSG00000073008	ENSG00000125657	True	True	False	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	ENSG00000092969	ENSG00000069702	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	ENSG00000167244	ENSG00000140443	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	ENSG00000188389	ENSG00000196937	True	True	False	InnateDB-All	False	1.504																																																																																																																									
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	ENSG00000121594	ENSG00000120217	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS05BA6D9C3	CCL4_CNR2	simple:P13236	simple:P34972	ENSG00000275302	ENSG00000188822	True	False	True	IMEx,IntAct	False	1.504																																																																																																																									
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	ENSG00000271503	ENSG00000160791	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	ENSG00000118257	ENSG00000075223	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	ENSG00000102755	ENSG00000173511	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	ENSG00000102755	ENSG00000119630	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	ENSG00000118257	ENSG00000119630	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	ENSG00000099250	ENSG00000119630	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ENSG00000178568	ENSG00000169752	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ENSG00000128271	ENSG00000105835	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	1.504																																																																																																																									
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ENSG00000090339	ENSG00000197471	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	ENSG00000048462	ENSG00000102524	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	ENSG00000101017	ENSG00000102524	True	True	False	I2D,InnateDB	False	1.504																																																																																																																									
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	ENSG00000072274	ENSG00000102524	True	True	False	IMEx,IntAct	False	1.504																																																																																																																									
CPI-SS03C51D352	TNFRSF13B_TNFSF13B	simple:O14836	simple:Q9Y275	ENSG00000240505	ENSG00000102524	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0F4D30D5A	EGFR_EGF	simple:P00533	simple:P01133	ENSG00000146648	ENSG00000138798	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ENSG00000065361	ENSG00000157168	True	True	True	curated	False	1.504																																																																																																																									
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	ENSG00000138798	ENSG00000157168	True	False	True	I2D	False	1.504																																																																																																																									
